1,'fevereiro',2017,'Valor','BNDES encolhe e volta ao nível de 20 anos atrás',negativo
1,'fevereiro',2017,'Valor','BC cria novo instrumento de política monetária.',neutro
1,'fevereiro',2017,'Valor','Câmbio gera bate-boca entre UA e UE.',negativo
1,'fevereiro',2017,'Valor','Indenização a transmissoras de energia já chega à tarifa.',neutro
1,'fevereiro',2017,'Valor','Políticos esperam que relator separe "joio do trigo".',neutro
1,'fevereiro',2017,'Valor','Philips quer administrar hospitais públicos no Brasil.',neutro
1,'fevereiro',2017,'Valor','Com vendas em queda, C&amp;C muda lojas e troca diretoria.',neutro
1,'fevereiro',2017,'Globo','Fachin poderá ir para turma que julga Lava-Jato.',neutro
1,'fevereiro',2017,'Globo','Eike tem multas que superam fundo para prisões.',negativo
1,'fevereiro',2017,'Globo','Operador pagou decoração de luxo de imóveis de Cabral.',negativo
1,'fevereiro',2017,'Globo','Drama do desemprego está longe de diminuir.',negativo
1,'fevereiro',2017,'Globo','BC prevê queda da inflação a 3%.',positivo
1,'fevereiro',2017,'Globo','Boicote atrasa governo Trump.',neutro
1,'fevereiro',2017,'Globo','Crivella negocia Vila dos Atletas.',neutro
1,'fevereiro',2017,'Folha','Crise amplia diferença de salário entre CLT e servidor.',negativo
1,'fevereiro',2017,'Folha','Governo faz cortes após déficit recorde de R$ 155,7 bilhões.',negativo
1,'fevereiro',2017,'Folha','Vitória é dada como certa no Senado, e PMDB mira comissão.',neutro
1,'fevereiro',2017,'Folha','Operador diz que repatriou propina de Eike a Cabral.',negativo
1,'fevereiro',2017,'Folha','Doria quer punir pichadores com multa pesada e trabalho de gari.',neutro
1,'fevereiro',2017,'Folha','Pedro Parente: Brasil não deveria ter desapreço ao capital estrangeiro.',neutro
1,'fevereiro',2017,'Folha','Trump indica juiz conservador para a Suprema Corte.',neutro
1,'fevereiro',2017,'Folha','Obter visto para os EUA fica mais difícil para os brasileiros.',negativo
1,'fevereiro',2017,'Estado','Financiamentos do BNDES têm maior queda em 22 anos.',negativo
1,'fevereiro',2017,'Estado','Sorteio na 2ª Turma do STF definirá relator da Lava-Jato.',neutro
1,'fevereiro',2017,'Estado','Desemprego atinge 12%.',negativo
1,'fevereiro',2017,'Estado','Trump põe juiz conservador na Suprema Corte americana.',neutro
1,'fevereiro',2017,'Estado','Brasil e EUA definem nomes de monitores da Odebrecht.',neutro
1,'fevereiro',2017,'Estado','Mais brasileiros terão de fazer entrevista para visto.',neutro
1,'março',2017,'Valor','Indenização a teles por bens reversíveis custaria R$ 20 bi',negativo
1,'março',2017,'Valor','Supervia não paga e pede indenização.',negativo
1,'março',2017,'Valor','Para Alemanha, agenda do clima resiste a Trump.',positivo
1,'março',2017,'Valor','Governo Macri foi "ingênuo" sobre volta dos investimentos.',neutro
1,'março',2017,'Valor','Doria atribui doações a altruísmo empresarial.',neutro
1,'março',2017,'Valor','Investimentos das estatais devem ter execução recorde.',neutro
1,'março',2017,'Valor','XP fica cada vez mais distante de suas origens.',neutro
1,'março',2017,'Globo','Fé da Mangueira leva Estandarte.',positivo
1,'março',2017,'Globo','MP vai exigir regras de segurança para alegorias.',neutro
1,'março',2017,'Globo','O carnaval de peito aberto dos blocos.',positivo
1,'março',2017,'Globo','Trump agora acena com legalização de imigrantes.',positivo
1,'março',2017,'Globo','Sem Padilha, Temer assume articulação de reformas.',neutro
1,'março',2017,'Globo','Conheça as mudanças na declaração do IR.',neutro
1,'março',2017,'Folha','Comissão rejeita pilares da nova Previdência.',neutro
1,'março',2017,'Folha','Propostas radicais têm chance política.',neutro
1,'março',2017,'Folha','Elio Gaspari: Presidente bate recorde em perda de colaboradores.',negativo
1,'março',2017,'Folha','Hélio Schwartsman: Puxadinho vira estratégia para evitar confrontos.',neutro
1,'março',2017,'Folha','No desempate, Tatuapé vence pela 1ª vez em SP.&nbsp;',positivo
1,'março',2017,'Folha','Trump pode desistir de expulsar ilegais sem crime grave.',positivo
